<tbl>
<tt> Schöpfer,Körperschaft
<dt> 31XX.tab
<tag> 31XX
<row>nrt QQ $BErzähler$4nrt QQ Erzähler
<row>orm QQ $BVeranstalter$4orm QQ Veranstalter
<row>osp QQ $BOn-screen Präsentator$4osp QQ On-screen Präsentator
<row>oth QQ $BMitwirkender$4oth QQ Mitwirkender
<row>oth QQ $BSonstige$4oth QQ Sonstige
<row>oth QQ $BSonstige$4oth QQ Sonstige
<row>own QQ $BEigentümer$4own QQ Eigentümer
<row>pan QQ $BDiskussionsteilnehmer$4pan QQ Diskussionsteilnehmer
<row>pbl QQ $BVerlag$4pbl QQ Verlag
<row>pht QQ $BFotograf$4pht QQ Fotograf
<row>plt QQ $BDruckformhersteller$4plt QQ Druckformhersteller
<row>ppm QQ $Bpapermaker$4ppm QQ papermaker
<row>ppt QQ $BPuppenspieler$4ppt QQ Puppenspieler
<row>pra QQ $BPraeses$4pra QQ Praeses
<row>pre QQ $BPräsentator$4pre QQ Präsentator
<row>prf QQ $BAusführender$4prf QQ Ausführender
<row>prg QQ $BProgrammierer$4prg QQ Programmierer
<row>prm QQ $BDruckgrafiker$4prm QQ Druckgrafiker
<row>prn QQ $BProduktionsfirma$4prn QQ Produktionsfirma
<row>pro QQ $BProduzent$4pro QQ Produzent
<row>prs QQ $BSzenenbildner$4prs QQ Szenenbildner
<row>prt QQ $BDrucker$4prt QQ Drucker
<row>ptf QQ $BZivilkläger$4ptf QQ Zivilkläger
<row>rcd QQ $BTonmeister$4rcd QQ Tonmeister
<row>rce QQ $BToningenieur$4rce QQ Toningenieur
<row>rcp QQ $BAdressat$4rcp QQ Adressat
<row>rdd QQ $BHörfunkregisseur$4rdd QQ Hörfunkregisseur
<row>rpc QQ $BHörfunkproduzent$4rpc QQ Hörfunkproduzent
<row>rsp QQ $BRespondent$4rsp QQ Respondent
<row>rsr QQ $BRestaurator$4rsr QQ Restaurator
<row>scl QQ $BBildhauer$4scl QQ Bildhauer
<row>sgd QQ $BBühnenregisseur$4sgd QQ Bühnenregisseur
<row>sll QQ $BVerkäufer$4sll QQ Verkäufer
<row>sng QQ $BSänger$4sng QQ Sänger
